Униграммы при Хи-2,Хи-квадрат,Униграммы при Взаимной инф.,Взаимная информация,Биграммы при Хи-2,Хи-квадрат (Биграммы),Биграммы при Взаимной инф.,Взаимная информация (Биграммы)
ant2fl,5.999999999999966,unit,0.0007207267916943456,output this,9.999999999999945,similarity method,0.0013331228760385368
ba,5.999999999999966,strong,0.0007187466333001503,acupoint application,9.999999999999945,and re,0.0013331228760385368
ue,5.999999999999966,measuring,0.0007182182937411101,emerging trends,9.999999999999945,in library,0.0013331228760385368
aoi,5.999999999999966,regular,0.0007168836275648202,angular velocity,9.999999999999945,the fls,0.0013331228760385368
slangs,5.999999999999966,creating,0.0007163030841598646,genes of,9.999999999999945,analyzing social,0.0013331228760385368
definitely,5.999999999999966,utility,0.0007159716891846223,that customers,9.999999999999945,replicated databases,0.0013331228760385368
uavs,5.999999999999966,units,0.0007144196516705682,factors like,9.999999999999945,the weather,0.0013331228760385368
autonomously,5.999999999999966,availability,0.0007131800749978689,the switching,9.999999999999945,converter for,0.0013331228760385368
ammonia,5.999999999999966,phenomenon,0.0007099113423498556,face recognition,9.999999999999945,and sliding,0.0013331228760385368
approaching,5.999999999999966,labels,0.0007084884143865478,that extracts,9.999999999999945,review texts,0.0013331228760385368
zigbee,5.999999999999966,orders,0.0007082729412320457,actionable knowledge,9.999999999999945,herbal medicine,0.0013331228760385368
asns,5.999999999999966,around,0.0007079043712306145,for reactive,9.999999999999945,for setting,0.0013331228760385368
sioc,5.999999999999966,partially,0.000707720218189543,for pv,9.999999999999945,review using,0.0013331228760385368
tissues,5.999999999999966,manuscript,0.000707720218189543,we explored,9.999999999999945,and tsk,0.0013331228760385368
argosearch,5.999999999999966,pass,0.000707720218189543,output and,9.999999999999945,wheeled mobile,0.0013331228760385368
assistants,5.999999999999966,scenarios,0.0007071497104883659,words word,9.999999999999945,application requirements,0.0013331228760385368
dendrogram,5.999999999999966,standards,0.0007067694001798635,parameters with,9.999999999999945,discovery techniques,0.0013331228760385368
tsa,5.999999999999966,discourse,0.0007062686710865469,fss the,9.999999999999945,of watering,0.0013331228760385368
zslices,5.999999999999966,projection,0.0007057159480440452,semantically related,9.999999999999945,based cross,0.0013331228760385368
tridimensional,5.999999999999966,principles,0.0007044520779912865,the movie,9.999999999999945,triangular and,0.0013331228760385368
asoundex,5.999999999999966,neighbors,0.0007037005104791076,sentiment scores,9.999999999999945,we extracted,0.0013331228760385368
unfound,5.999999999999966,led,0.0007025194538582535,accreditation document,9.999999999999945,making method,0.0013331228760385368
assortment,5.999999999999966,influencing,0.0006998819270461485,that flc,9.999999999999945,power tracking,0.0013331228760385368
ask,5.999999999999966,24,0.0006994176774601929,the insulation,9.999999999999945,fuzzy knowledge,0.0013331228760385368
δω,5.999999999999966,computationally,0.0006993292040037022,eye tracking,9.999999999999945,edge detectors,0.0013331228760385368
arousals,5.999999999999966,distances,0.0006986081430068181,this unstructured,9.999999999999945,grid the,0.0013331228760385368
biocreative,5.999999999999966,prospects,0.0006986081430068181,fa fang,9.999999999999945,non membership,0.0013331228760385368
trunk,5.999999999999966,facility,0.0006986081430068181,sentiment on,9.999999999999945,text messages,0.0013331228760385368
ary,5.999999999999966,recognizing,0.0006985882143765304,with twofold,9.999999999999945,throughput and,0.0013331228760385368
artuk,5.999999999999966,fit,0.0006977794360437106,prediction method,9.999999999999945,communication protocol,0.0013331228760385368
dependability,5.999999999999966,characterized,0.0006976210140893788,playout time,9.999999999999945,fuzzy logical,0.0013331228760385368
arrow,5.999999999999966,transforming,0.0006971354737080621,serve the,9.999999999999945,modal information,0.0013331228760385368
bigger,5.999999999999966,specificity,0.0006971354737080621,grid security,9.999999999999945,incremental conductance,0.0013331228760385368
trecvid,5.999999999999966,communicate,0.0006960674211659119,pi type,9.999999999999945,of disturbance,0.0013331228760385368
yaw,5.999999999999966,just,0.0006957254400540916,frequency response,9.999999999999945,temperature humidity,0.0013331228760385368
transmitter,5.999999999999966,evidence,0.0006956314557738908,heat detector,9.999999999999945,autonomous vehicle,0.0013331228760385368
decode,5.999999999999966,intellectual,0.000695533369531225,pattern taxonomy,9.999999999999945,based energy,0.0013331228760385368
timer,5.999999999999966,composite,0.0006952568819904182,fls in,9.999999999999945,and triangular,0.0013331228760385368
atlas,5.999999999999966,scaling,0.0006944265959134624,application development,9.999999999999945,topics based,0.0013331228760385368
timbre,5.999999999999966,almost,0.0006943594753098794,ground clutter,9.999999999999945,tcm syndrome,0.0013331228760385368
tilt,5.999999999999966,manner,0.0006930778450194757,plant the,9.999999999999945,learning classifiers,0.0013331228760385368
yammer,5.999999999999966,proven,0.0006923154588395096,grid the,9.999999999999945,the microgrid,0.0013331228760385368
benford,5.999999999999966,advantage,0.0006901414451545669,equipment defects,9.999999999999945,in music,0.0013331228760385368
atmospheric,5.999999999999966,divided,0.000689009588217146,orthopair fuzzy,9.999999999999945,query optimization,0.0013331228760385368
bible,5.999999999999966,composition,0.0006888789019052453,otc drug,9.999999999999945,ir with,0.0013331228760385368
delving,5.999999999999966,62,0.0006888789019052453,flc controller,9.999999999999945,of packets,0.0013331228760385368
tuple,5.999999999999966,13,0.0006885521274286486,the requested,9.999999999999945,space vector,0.0013331228760385368
smdf,5.999999999999966,overcome,0.0006868452560548069,service discovery,9.999999999999945,photovoltaic panels,0.0013331228760385368
tumours,5.999999999999966,continue,0.0006862780373165182,height of,9.999999999999945,of rise,0.0013331228760385368
assure,5.999999999999966,sampling,0.0006846823202460977,theses and,9.999999999999945,photovoltaic power,0.0013331228760385368
aqe,5.999999999999966,acts,0.0006839051731710863,signal strength,9.999999999999945,extract knowledge,0.0013331228760385368
apso,5.999999999999966,famous,0.0006839051731710863,greenhouse gases,9.999999999999945,traffic signals,0.0013331228760385368
next,5.938461538461505,outside,0.0006835527626621735,enhancing information,9.999999999999945,in student,0.0013331228760385368
operational,5.891891891891859,homogeneous,0.0006835527626621735,the reservoir,9.999999999999945,the plants,0.0013331228760385368
comparisons,5.870967741935451,consistently,0.0006835527626621735,frequency oscillations,9.999999999999945,interconnected power,0.0013331228760385368
gives,5.863636363636331,malaysia,0.0006835527626621735,for setting,9.999999999999945,information delivery,0.0013331228760385368
computational,5.8608695652173575,requiring,0.0006835527626621735,signal acquisition,9.999999999999945,semantic distance,0.0013331228760385368
class,5.8584070796459855,ordinary,0.0006835527626621735,form fuzzy,9.999999999999945,nonlinear loads,0.0013331228760385368
linked,5.839999999999968,transmitted,0.0006835527626621735,the categories,9.999999999999945,the policies,0.0013331228760385368
live,5.839999999999968,encompasses,0.0006835527626621735,secondary membership,9.999999999999945,to turn,0.0013331228760385368
learner,5.839999999999968,passive,0.0006835527626621735,evolution trends,9.999999999999945,rotational speed,0.0013331228760385368
high,5.836257309941487,summarizing,0.0006835527626621735,evolution in,9.999999999999945,the publication,0.0013331228760385368
living,5.826086956521706,circumstances,0.0006835527626621735,sensor node,9.999999999999945,has fuzzy,0.0013331228760385368
computer,5.821428571428539,assume,0.0006835527626621735,the chat,9.999999999999945,between semantic,0.0013331228760385368
distribution,5.776315789473653,inevitable,0.0006835527626621735,the abundance,9.999999999999945,logic operators,0.0013331228760385368
dramatically,5.764705882352909,specified,0.0006827709270685219,secondary grades,9.999999999999945,feature similarity,0.0013331228760385368
inspired,5.764705882352909,foundation,0.0006826978536140331,growth and,9.999999999999945,dynamic fuzzy,0.0013331228760385368
conference,5.764705882352909,rapidly,0.0006824523004816604,environmental spatial,9.999999999999945,for edge,0.0013331228760385368
segment,5.764705882352909,connection,0.0006817930440015246,servers and,9.999999999999945,in speed,0.0013331228760385368
noisy,5.764705882352908,describe,0.0006811751589039811,for ad,9.999999999999945,twitter users,0.0013331228760385368
this,5.749589341120611,relies,0.000680807987231382,the air,9.999999999999945,of gene,0.0013331228760385368
optimizing,5.714285714285682,enhances,0.000680807987231382,frequency analysis,9.999999999999945,texture features,0.0013331228760385368
promote,5.705882352941145,costly,0.0006804778396129387,for analysing,9.999999999999945,balancing in,0.0013331228760385368
proved,5.699999999999967,highlighting,0.0006804778396129387,as pid,9.999999999999945,digital era,0.0013331228760385368
circular,5.69230769230766,designs,0.0006798526292896142,examine and,9.999999999999945,as pid,0.0013331228760385368
cutting,5.69230769230766,serve,0.0006796821592154655,the closest,9.999999999999945,for diagnosis,0.0013331228760385368
computerized,5.69230769230766,still,0.0006788983292148379,sensor the,9.999999999999945,on off,0.0013331228760385368
formulate,5.69230769230766,generate,0.0006782626282816257,words using,9.999999999999945,dc bus,0.0013331228760385368
administration,5.69230769230766,thousands,0.0006776035866763747,for tuning,9.999999999999945,expansion techniques,0.0013331228760385368
already,5.687499999999968,version,0.0006770504773501943,examples are,9.999999999999945,adaptive network,0.0013331228760385368
therefore,5.667924528301855,net,0.0006764693197812456,sendai city,9.999999999999945,personalizing information,0.0013331228760385368
leads,5.64705882352938,play,0.0006764249014989598,ship collision,9.999999999999945,research fuzzy,0.0013331228760385368
ensure,5.64705882352938,safe,0.0006745613271594928,the localization,9.999999999999945,idf weighting,0.0013331228760385368
ant,5.636363636363605,linking,0.0006745613271594928,pathway variance,9.999999999999945,hierarchical fuzzy,0.0013331228760385368
dempster,5.636363636363605,94,0.0006745613271594928,accurate results,9.999999999999945,crime analysis,0.0013331228760385368
mac,5.636363636363605,relying,0.0006745613271594928,error in,9.999999999999945,fuzzy approximation,0.0013331228760385368
practically,5.636363636363605,intuitive,0.0006745613271594928,application therapy,9.999999999999945,logic approaches,0.0013331228760385368
shafer,5.636363636363605,institute,0.0006745613271594928,the plants,9.999999999999945,secondary membership,0.0013331228760385368
estimated,5.636363636363605,overall,0.0006729837959332406,expanded query,9.999999999999945,fuzzy concept,0.0013331228760385368
block,5.636363636363605,90,0.0006715837837679688,grading system,9.999999999999945,knowledge mining,0.0013331228760385368
doesn,5.636363636363605,discussed,0.0006674107789477668,grading of,9.999999999999945,of rural,0.0013331228760385368
french,5.636363636363604,batch,0.0006670226131606219,sequence diagrams,9.999999999999945,field oriented,0.0013331228760385368
hypothesis,5.636363636363604,contribute,0.0006665564331703689,word frequencies,9.999999999999945,base fuzzy,0.0013331228760385368
singular,5.636363636363604,flat,0.0006664693036229899,expansion approach,9.999999999999945,data technology,0.0013331228760385368
villages,5.636363636363604,gpt,0.0006664693036229899,the leader,9.999999999999945,motor and,0.0013331228760385368
favorable,5.636363636363604,scholarly,0.0006664693036229899,from ir,9.999999999999945,ambient temperature,0.0013331228760385368
svd,5.636363636363604,inner,0.0006661939061974589,expansion techniques,9.999999999999945,irrigation system,0.0013331228760385368
ministry,5.636363636363604,old,0.000666193906197458,experimental evaluations,9.999999999999945,application development,0.0013331228760385368
unexpected,5.636363636363604,tech,0.0006661935708251179,high school,9.999999999999945,the fis,0.0013331228760385368
before,5.60563380281687,voting,0.000666193570825117,high torque,9.999999999999945,query translation,0.0013331228760385368
